ID.v,00,01,02,03,04,05,06,07,08,09,Count
139,0,0,0,0,0,0,0,1,1,0,2
140,1,1,1,1,1,1,1,1,1,1,10
141,1,0,1,1,1,1,1,1,1,0,8
142,0,0,0,0,0,0,0,0,0,0,0
144,1,1,1,1,1,1,1,1,1,1,10
145,0,0,0,0,0,0,0,0,0,0,0
146,1,1,1,0,0,0,0,1,1,1,6
147,1,0,1,1,1,1,1,1,1,1,9
148,0,1,1,1,1,1,0,1,0,1,7
150,1,1,0,1,1,1,1,1,1,0,8
152,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,0,1,0,0,0,0,1,2
154,0,0,0,0,0,0,0,0,0,0,0
155,1,1,0,1,1,1,1,1,1,1,9
156,0,0,0,0,0,0,0,0,0,0,0
157,1,1,1,1,1,1,1,1,1,1,10
159,0,0,0,0,0,0,0,0,0,0,0
160,0,0,0,0,0,0,0,0,0,0,0
161,1,0,0,0,0,1,0,0,0,0,2
162,1,1,1,0,1,1,1,1,1,1,9
163,1,1,1,1,1,1,1,1,1,1,10
164,1,1,1,1,1,1,1,1,1,1,10
165,1,1,1,1,1,1,1,1,1,1,10
166,0,0,0,0,0,0,0,0,0,0,0
167,1,1,1,1,0,1,1,0,1,1,8
168,0,0,0,0,0,0,0,0,0,0,0
169,1,1,1,1,1,1,1,1,1,1,10
170,0,0,0,0,0,0,0,0,0,0,0
171,0,0,0,0,0,0,0,0,0,0,0
172,0,0,0,0,0,0,0,0,0,0,0
173,1,1,1,1,1,1,1,1,1,1,10
174,1,1,1,1,1,1,1,1,1,1,10
175,0,0,0,0,0,0,0,0,0,1,1
176,0,0,0,0,0,0,0,0,0,0,0
